words,spell,correct,frequency
เช่น,['เช่น'],เช่น,3
ตัวอักษร,['ตัวอักษร'],ตัวอักษร,3
ยาก,['ยาก'],ยาก,3
ไปดู,"['ไปด้', 'ไปด']",ไปด้,3
การผูก,"['การก', 'การบูร', 'การเวก']",การก,3
แน่นหนา,['แน่นหนา'],แน่นหนา,3
ซ้ำซ้อน,['ซ้ำซ้อน'],ซ้ำซ้อน,3
ปัจจุบัน,['ปัจจุบัน'],ปัจจุบัน,3
ค่อน,['ค่อน'],ค่อน,3
ข้างมาก,['ข้างมาก'],ข้างมาก,3
เว้น,['เว้น'],เว้น,3
ค้นหา,['ค้นหา'],ค้นหา,3
กว้าง,['กว้าง'],กว้าง,3
ขั้นบันได,['ขั้นบันได'],ขั้นบันได,3
ชัดเจน,['ชัดเจน'],ชัดเจน,3
เหตุการณ์,['เหตุการณ์'],เหตุการณ์,3
พยาบาล,['พยาบาล'],พยาบาล,3
ตัวนำ,['ตัวนำ'],ตัวนำ,3
ควร,['ควร'],ควร,3
จัดทำ,['จัดทำ'],จัดทำ,3
สาว,['สาว'],สาว,3
เห็น,['เห็น'],เห็น,3
ทริป,['ทริป'],ทริป,3
ยังมี,"['ยัง', 'ยังไง', 'ยังคง', 'รังสี', 'รัศมี', 'ยังชีพ', 'ยังงี้', 'มั่งมี', 'ยัม', 'ยักษี', 'ยังค์', 'ยังก์', 'มังสี']",ยัง,3
คลอง,['คลอง'],คลอง,3
ต่ำกว่า,"['ต่อว่า', 'ตกว่า']",ต่อว่า,4
ไข่ขาว,['ไข่ขาว'],ไข่ขาว,4
กันฝน,['กันชน'],กันชน,4
เท่า,['เท่า'],เท่า,4
แยก,['แยก'],แยก,4
งานค้าง,['งานช้าง'],งานช้าง,4
รอย,['รอย'],รอย,4
จ่ายไฟ,"['จ่าย', 'สายไฟ', 'ช่างไฟ']",จ่าย,4
ดัก,['ดัก'],ดัก,4
เจ,['เจ'],เจ,4
โย,['โย'],โย,4
จัด,['จัด'],จัด,4
ใบพัด,['ใบพัด'],ใบพัด,4
โอ,['โอ'],โอ,4
ลูกบิด,['ลูกบิด'],ลูกบิด,4
อา,['อา'],อา,4
เมิญ,"['เชิญ', 'เมิน', 'เมิง', 'เริญ', 'เมิณ', 'เอิญ', 'เมิล', 'เขิญ', 'เม็ญ', 'เมิด', 'เมิส']",เมิณ,4
ราคา,['ราคา'],ราคา,4
มุม,['มุม'],มุม,4
ลบ,['ลบ'],ลบ,4
สุ,['สุ'],สุ,4
หม้อแปลง,['หม้อแปลง'],หม้อแปลง,4
ส่งผล,['ส่งผล'],ส่งผล,4
ตอก,['ตอก'],ตอก,4
มีพิษ,['มลพิษ'],มลพิษ,4
ผึ้ง,['ผึ้ง'],ผึ้ง,4
ก้าน,['ก้าน'],ก้าน,4
ราน,['ราน'],ราน,4
เยอะ,['เยอะ'],เยอะ,4
ไล่,['ไล่'],ไล่,4
ปี,['ปี'],ปี,4
บางครั้ง,['บางครั้ง'],บางครั้ง,4
แลน,['แลน'],แลน,4
ช่วยชีวิต,['ช่วยชีวิต'],ช่วยชีวิต,4
หมด,['หมด'],หมด,4
อาจจะ,"['อาจ', 'สัจจะ', 'อารยะ', 'อาจิณ', 'กิจจะ', 'อาสนะ', 'อาจาด', 'อาจม', 'อาจอง', 'อาจาร', 'อาระ', 'มาจจ์', 'อานะ', 'มัจจะ', 'อาชวะ', 'อาจิน', 'อาจ์']",อาจ,4
ประจำเดือน,['ประจำเดือน'],ประจำเดือน,4
ล่อ,['ล่อ'],ล่อ,4
ฟ้า,['ฟ้า'],ฟ้า,4
แบต,['แบต'],แบต,4
จาระบี,['จาระบี'],จาระบี,4
เพราะ,['เพราะ'],เพราะ,4
สายน้ำ,['สายน้ำ'],สายน้ำ,4
รั่วไหล,['รั่วไหล'],รั่วไหล,4
หมุ้,"['หมุน', 'หมุด', 'หมุย', 'หมู้', 'หมุ', 'หมุบ']",หมุน,4
อุ้,"['อุป', 'อุ', 'อุ้ม', 'อุด', 'อี้', 'อู้', 'อุร', 'อุต', 'อุ้ง', 'ผุ้', 'อุส', 'อุบ', 'อุ้ย', 'อุล', 'อุณ', 'อุน', 'อุษ', 'อุท', 'อุย', 'อุจ', 'อุก', 'อุ๊', 'อุม', 'อุง', 'อุซ', 'อุฟ', 'อุค', 'อุภ', 'กุ้', 'อุฏ', 'ตุ้', 'สุ้', 'อุ้บ', 'อรุ้', 'อุ้น']",อุป,4
หมุน,['หมุน'],หมุน,4
เอียง,['เอียง'],เอียง,4
จัดเตรียม,['จัดเตรียม'],จัดเตรียม,4
รัด,['รัด'],รัด,4
ผู้รับเหมา,['ผู้รับเหมา'],ผู้รับเหมา,4
เดินผ่าน,['เงินผ่อน'],เงินผ่อน,4
ไปมา,['ไซมา'],ไซมา,4
ละออง,['ละออง'],ละออง,4
กระเด็น,['กระเด็น'],กระเด็น,4
อลูมิเนียม,['อลูมิเนียม'],อลูมิเนียม,4
คนเดียว,"['เดียว', 'ทีเดียว', 'ตาเดียว', 'ใจเดียว', 'จานเดียว']",เดียว,4
รังผึ้ง,['รังผึ้ง'],รังผึ้ง,4
เสียหาย,['เสียหาย'],เสียหาย,4
ได้รับบาดเจ็บ,['ได้รับบาดเจ็บ'],ได้รับบาดเจ็บ,4
ปฏิบัติ,['ปฏิบัติ'],ปฏิบัติ,4
รวมกัน,"['รวมตัว', 'รวมหัว', 'รามัน', 'วกัน', 'รมัน', 'วมัน']",รวมตัว,4
ทราบ,['ทราบ'],ทราบ,4
อะไร,['อะไร'],อะไร,4
กระดาษ,['กระดาษ'],กระดาษ,4
มาตรฐาน,['มาตรฐาน'],มาตรฐาน,4
ช่างเชื่อม,['ช่างเชื่อม'],ช่างเชื่อม,4
กรณี,['กรณี'],กรณี,4
ร้อน,['ร้อน'],ร้อน,4
หัวหน้างาน,['หัวหน้างาน'],หัวหน้างาน,4
ชื่อ,['ชื่อ'],ชื่อ,4
รองเท้า,['รองเท้า'],รองเท้า,4
ลงพื้น,['ลงพื้น'],ลงพื้น,4
ตะขอ,['ตะขอ'],ตะขอ,4
บัตร,['บัตร'],บัตร,4
ลัง,['ลัง'],ลัง,4
ด้านหลัง,"['ข้างหลัง', 'ย้อนหลัง', 'ล้าหลัง']",ข้างหลัง,4
หนุน,['หนุน'],หนุน,4
เดียวกัน,['เดียวกัน'],เดียวกัน,4
จาง,['จาง'],จาง,4
ตัวหนังสือ,['ตัวหนังสือ'],ตัวหนังสือ,4
ระยะห่าง,['ระยะห่าง'],ระยะห่าง,4
ครบถ้วน,['ครบถ้วน'],ครบถ้วน,4
เขม่า,['เขม่า'],เขม่า,4
เหม็น,['เหม็น'],เหม็น,4
พบเห็น,"['เห็น', 'อีเห็น']",เห็น,4
ถ้า,['ถ้า'],ถ้า,4
บ่าย,['บ่าย'],บ่าย,4
ออกแบบ,['ออกแบบ'],ออกแบบ,4
ตามปกติ,['ตามปกติ'],ตามปกติ,4
หาก,['หาก'],หาก,4
ลอยน้ำ,['ลอยน้ำ'],ลอยน้ำ,5
อุก,['อุก'],อุก,5
อป,['อป'],อป,5
ก่อสร้าง,['ก่อสร้าง'],ก่อสร้าง,5
เท่ากัน,"['เท่ากับ', 'เท่าทัน']",เท่ากับ,5
เช้า,['เช้า'],เช้า,5
ไว้หน้า,['ไว้หน้า'],ไว้หน้า,5
รางน้ำ,"['อาบน้ำ', 'สายน้ำ', 'รดน้ำ', 'ปากน้ำ', 'ฟองน้ำ', 'ร่องน้ำ', 'กาน้ำ', 'อ่างน้ำ', 'พรายน้ำ', 'ช้างน้ำ', 'ตาน้ำ', 'ลายน้ำ', 'ชาวน้ำ', 'ซาวน้ำ', 'แดงน้ำ', 'รองช้ำ']",อาบน้ำ,5
ความลึก,['ความลึก'],ความลึก,5
ยาง,['ยาง'],ยาง,5
เสียงดัง,"['เสียงหลง', 'เสียงทอง']",เสียงหลง,5
สัญญา,['สัญญา'],สัญญา,5
เขต,['เขต'],เขต,5
ติดป้าย,"['ปิดท้าย', 'ติดปาก', 'บิดซ้าย']",ปิดท้าย,5
สายพาน,['สายพาน'],สายพาน,5
ติดกับ,"['ติดตัว', 'ติดขัด', 'ตัดกัน', 'ติดพัน', 'ติดสัด', 'ตกับ']",ติดตัว,5
ลูก,['ลูก'],ลูก,5
ตู,['ตู'],ตู,5
ลอง,['ลอง'],ลอง,5
รายละเอียด,['รายละเอียด'],รายละเอียด,5
เคลือบ,['เคลือบ'],เคลือบ,5
บาง,['บาง'],บาง,5
ปั้ม,['ปั้ม'],ปั้ม,5
ผสม,['ผสม'],ผสม,5
คอน,['คอน'],คอน,5
แรงดัน,['แรงดัน'],แรงดัน,5
สถานะ,['สถานะ'],สถานะ,5
รท,['รท'],รท,5
คลุม,['คลุม'],คลุม,5
เศษไม้,['เศษไม้'],เศษไม้,5
กุญแจ,['กุญแจ'],กุญแจ,5
ขัดสี,"['ขัดสน', 'บัดสี']",ขัดสน,5
ตัก,['ตัก'],ตัก,5
ผลงาน,['ผลงาน'],ผลงาน,5
หล่น,['หล่น'],หล่น,5
มิดชิด,['มิดชิด'],มิดชิด,5
เขียว,['เขียว'],เขียว,5
เสร็จ,['เสร็จ'],เสร็จ,5
เบื้องต้น,['เบื้องต้น'],เบื้องต้น,5
เกี่ยวกับ,['เกี่ยวกับ'],เกี่ยวกับ,5
ขั้นตอน,['ขั้นตอน'],ขั้นตอน,5
แน่น,['แน่น'],แน่น,5
ทับซ้อน,['ซับซ้อน'],ซับซ้อน,5
กะ,['กะ'],กะ,5
เจ้าของ,['เจ้าของ'],เจ้าของ,5
แบตเตอรี่,['แบตเตอรี่'],แบตเตอรี่,5
ต่างๆ,['ต่าง'],ต่าง,5
ไอ,['ไอ'],ไอ,5
ที่อยู่,['ที่อยู่'],ที่อยู่,5
คู่,['คู่'],คู่,5
ธุรกิจ,['ธุรกิจ'],ธุรกิจ,5
ความเสียหาย,['ความเสียหาย'],ความเสียหาย,5
ศีรษะ,['ศีรษะ'],ศีรษะ,5
เลย,['เลย'],เลย,5
อย่าง,['อย่าง'],อย่าง,5
ใช่,['ใช่'],ใช่,5
ขวด,['ขวด'],ขวด,5
สะดุด,['สะดุด'],สะดุด,5
ปลา,['ปลา'],ปลา,5
เข้าทำงาน,['เข้าทำงาน'],เข้าทำงาน,6
เครื่องคอมพิวเตอร์,['เครื่องคอมพิวเตอร์'],เครื่องคอมพิวเตอร์,6
เคลียร์,['เคลียร์'],เคลียร์,6
เต็นท์,['เต็นท์'],เต็นท์,6
เทป,['เทปูน'],เทปูน,6
เบียด,['เบียด'],เบียด,6
เพียง,['เพียง'],เพียง,6
เหลือ,['เหลือ'],เหลือ,6
โชว์,['โชว์'],โชว์,6
โซ่,['โซ่'],โซ่,6
โรงงาน,['โรงงาน'],โรงงาน,6
กระแทก,['กระแทก'],กระแทก,6
การใช้งาน,['การใช้งาน'],การใช้งาน,6
ขยับ,['ขยับ'],ขยับ,6
ขวาง,['ขวาง'],ขวาง,6
ขาว,['ขาว'],ขาว,6
ครบ,['ครบ'],ครบ,6
คอนเทนเนอร์,['คอนเทนเนอร์'],คอนเทนเนอร์,6
คับแคบ,['คับแคบ'],คับแคบ,6
คำสั่ง,['คำสั่ง'],คำสั่ง,6
คือ,['คือ'],คือ,6
จด,['จด'],จด,6
จัดวาง,['จัดวาง'],จัดวาง,6
จับ,['จับ'],จับ,6
จำนวน,['จำนวน'],จำนวน,6
จุดยืน,['จุดยืน'],จุดยืน,6
ชนิด,['ชนิด'],ชนิด,6
ชั้นล่าง,['ชั้นล่าง'],ชั้นล่าง,6
ซ่,['ซ่อม'],ซ่อม,6
ณื,"['อุปกรณ์','ณา', 'ณี', 'ณุ', 'ณะ', 'ณิ', 'ณพ', 'ณู', 'ณือ', 'ณืป', 'ณณ', 'ณำ', 'ณก', 'ณญ', 'ณืค', 'ณืส', 'ณต']",อุปกรณ์,6
ด้านนอก,['ด้านนอก'],ด้านนอก,6
ดำ,['ดำ'],ดำ,6
ดิ,['ดิน'],ดิน,6
ต่อเนื่อง,['ต่อเนื่อง'],ต่อเนื่อง,6
ต่ำ,['ต่ำ'],ต่ำ,6
ติดไฟ,['ติดไฟ'],ติดไฟ,6
ถังน้ำ,"['ถังน้ำ', 'ฟองน้ำ', 'ปันน้ำ', 'หัวน้ำ', 'ซัดน้ำ', 'แดงน้ำ']",ถังน้ำ,6
ถึง,['ถึง'],ถึง,6
ถุงพลาสติก,['ถุงพลาสติก'],ถุงพลาสติก,6
ทำให้เกิด,['ทำให้เกิด'],ทำให้เกิด,6
ที,['ที่'],ที่,6
ทุ่นลอยน้ำ,['ทุ่นลอยน้ำ'],ทุ่นลอยน้ำ,6
ธง,['ธง'],ธง,6
น้ำดื่ม,['น้ำดื่ม'],น้ำดื่ม,6
นำมาใช้,['นำมาใช้'],นำมาใช้,6
ปกติ,['ปกติ'],ปกติ,6
ปกรณ์,['อุปกรณ์'],อุปกรณ์,6
ปาก,['ปาก'],ปาก,6
ผลัก,['ผลัก'],ผลัก,6
ฝนตก,"['ฝนตก', 'นัก', 'นอก', 'ตก', 'นึก', 'หนัก', 'นก', 'ฝน', 'ฝึก', 'สนุก', 'แตก', 'ฝาก', 'นรก', 'ผนวก', 'นาก', 'นิก', 'วิตก', 'เนตร', 'ยนต์', 'มนต์', 'ฝัก', 'ผนึก', 'พนัก', 'ชนก', 'กนก', 'เนก', 'สนิก', 'เนต', 'เนติ', 'คอตก', 'ทนต์', 'หนอก', 'ภนต์', 'นุก', 'ชนัก', 'เน็ก', 'นต', 'แนต', 'โตก', 'หนุก', 'ฉนาก', 'หนวก', 'ขนาก', 'รนต์', 'หนก', 'ไนต์', 'เนต์', 'แนก', 'เนติก', 'หนึก', 'ธนิก', 'นีก', 'ขนูก', 'ฝีก', 'สโตก', 'เตก', 'จนก', 'แน็ก', 'อันตก', 'มนต', 'มนัก', 'นต์', 'เน้ก', 'หาตก', 'สเตก', 'สนึก', 'ตแตก', 'ฝก', 'ในต์ก', 'พนวก', 'สนัก', 'คนต', 'ผนก', 'โนก', 'ปนิก', 'ฝูก']",ฝนตก,6
มาก,['มาก'],มาก,6
ยกเครื่อง,['เครื่อง'],เครื่อง,6
ยื่น,['ยื่น'],ยื่น,6
รถยนต์,['รถยนต์'],รถยนต์,6
รองรับ,['รองรับ'],รองรับ,6
รอยน่ำ,['ลอยน้ำ'],ลอยน้ำ,6
รอยนำ,['ลอยน้ำ'],ลอยน้ำ,6
รอยน้ำ,['ลอยน้ำ'],ลอยน้ำ,6
รา้น,['ร้าน'],ร้าน,6
ลด,['ลด'],ลด,6
ล็อค,['ล็อค'],ล็อค,6
ลิ่ง,['ลิ่ง'],ลิ่ง,6
ลอย,['ลอย'],ลอย,6
สถานประกอบการ,['สถานประกอบการ'],สถานประกอบการ,6
สอบถาม,['สอบถาม'],สอบถาม,6
สาเหตุ,['สาเหตุ'],สาเหตุ,6
สูบน้ำ,"['สูบน้ำ', 'อาบน้ำ', 'สายน้ำ', 'สระน้ำ', 'ดูดน้ำ', 'ลูกน้ำ', 'อู่น้ำ', 'สกีน้ำ']",สูบน้ำ,6
หน้าจอ,['หน้างอ'],หน้างอ,6
หยุดงาน,['หยุดงาน'],หยุดงาน,6
หุม้,"['หุ้ม', 'หุม']",หุ้ม,6
ออม,['ออม'],ออม,6
เเนว,['เนว'],เนว,7
เกาะ,['เกาะ'],เกาะ,7
เป็นไปตาม,['เป็นไปตาม'],เป็นไปตาม,7
เปล่า,['เปล่า'],เปล่า,7
เป่า,['เป่า'],เป่า,7
แค่,['แค่'],แค่,7
แป,['แปลน'],แปลน,7
แหลมคม,"['แหลมคม', 'แหลม', 'แหม่ม', 'แหมม', 'แหล่ม']",แหลมคม,7
ให้สัญญาณ,['ให้สัญญาณ'],ให้สัญญาณ,7
ไหล,['ไหล'],ไหล,7
กลับคืน,"['กลางคืน', 'กลับคำ']",กลางคืน,7
กว่า,['กว่า'],กว่า,7
การปิดกั้น,['การปิดกั้น'],การปิดกั้น,7
ข้อกำหนด,['ข้อกำหนด'],ข้อกำหนด,7
ขัง,['ขัง'],ขัง,7
คอ,['คอ'],คอ,7
คำนวณ,['คำนวณ'],คำนวณ,7
จอ,['จอ'],จอ,7
ที่มา,['ที่มา'],ที่มา,7
น้อง,['น้อง'],น้อง,7
บริษัท,['บริษัท'],บริษัท,7
ปรก,['ปกติ'],ปกติ,7
ปลาย,['ปลาย'],ปลาย,7
ปุ่ม,['ปุ่ม'],ปุ่ม,7
ผิดปกติ,['ผิดปกติ'],ผิดปกติ,7
ผู้ช่วย,['ผู้ช่วย'],ผู้ช่วย,7
พร้อม,['พร้อม'],พร้อม,7
รน,['อุปกรณ์'],อุปกรณ์,7
ระวัง,['ระวัง'],ระวัง,7
ล่วงหน้า,['ล่วงหน้า'],ล่วงหน้า,7
สติ๊กเกอร์,['สติกเกอร์'],สติกเกอร์,7
สถานที่,['สถานที่'],สถานที่,7
สมบูรณ์,['สมบูรณ์'],สมบูรณ์,7
สว่าน,['สว่าน'],สว่าน,7
สอบเทียบ,['สอบเทียบ'],สอบเทียบ,7
สะเก็ด,['สะเก็ด'],สะเก็ด,7
หยด,['หยด'],หยด,7
หลุม,['หลุม'],หลุม,7
หัก,['หัก'],หัก,7
อาการ,['อาการ'],อาการ,7
อุปกรณ์ไฟฟ้า,['อุปกรณ์ไฟฟ้า'],อุปกรณ์ไฟฟ้า,7
เข,['เข'],เข,8
เครื่องมือวัด,['เครื่องมือวัด'],เครื่องมือวัด,8
เครื่องวัด,['เครื่องวัด'],เครื่องวัด,8
เพิ่มขึ้น,['เพิ่มขึ้น'],เพิ่มขึ้น,8
เพียงพอ,['เพียงพอ'],เพียงพอ,8
เรื่อง,['เรื่อง'],เรื่อง,8
เศษเหล็ก,['เศษเหล็ก'],เศษเหล็ก,8
โครงการ,['โครงการ'],โครงการ,8
ก็,['ก็'],ก็,8
กระเช้า,['กระเช้า'],กระเช้า,8
กั้น,['กั้น'],กั้น,8
การนำ,"['การนำ', 'การ', 'การณ์', 'การ์ด', 'การ์', 'การก', 'กาน', 'กานน', 'กรำ', 'กรน', 'กาน้ำ', 'กราน', 'กร่ำ', 'กานา', 'กาวน์', 'การ์ท', 'การุญ', 'การ์ต', 'ถามนำ', 'การิม', 'กายน์', 'การร์', 'กร้ำ', 'การ์ธ', 'การด์', 'การาจ', 'การย์', 'บารนี']",การนำ,8
กำลัง,['กำลัง'],กำลัง,8
งา,['งาน'],งาน,8
จอด,['จอด'],จอด,8
จำนวนมาก,['จำนวนมาก'],จำนวนมาก,8
ดำเนินการ,['ดำเนินการ'],ดำเนินการ,8
ต้นไม้,['ต้นไม้'],ต้นไม้,8
ตา,['ตา'],ตา,8
ตามที่,['ตามที'],ตามที,8
ตี,['ตี'],ตี,8
ท่อไอเสีย,['ท่อไอเสีย'],ท่อไอเสีย,8
ทั้ง,['ทั้ง'],ทั้ง,8
ทางเข้า,['ทางเข้า'],ทางเข้า,8
น,"['ใน', 'คน', 'นำ', 'นะ', 'จน', 'บน', 'ตน', 'นา', 'ชน', 'นก', 'ฝน', 'ขน', 'นิ', 'ทน', 'โน', 'นี', 'เน', 'นม', 'นุ', 'หน', 'ปน', 'สน', 'วน', 'นพ', 'ธน', 'มน', 'ไน', 'ซน', 'นู', 'นน', 'นร', 'อน', 'ยน', 'นอ', 'นว', 'นง', 'นค', 'นฤ', 'รน', 'แน', 'นภ', 'กน', 'นล', 'ลน', 'พน', 'นท', 'นด', 'ดน', 'ฅน', 'ฮน', 'นส', 'นย', 'นบ', 'นต', 'งน', 'ถน', 'ษน', 'ฉน', 'นจ', 'ผน', 'นึ', 'ฐน', 'นข', 'ภน', 'ฎน', 'ศน', 'ฒน', 'ฌน', 'ฟน', 'ฃน']",ใน,8
บาด,['บาด'],บาด,8
ฝุ่น,['ฝุ่น'],ฝุ่น,8
พนักงาน,['พนักงาน'],พนักงาน,8
พร้อมกัน,['พร้อมกับ'],พร้อมกับ,8
พลาสติก,['พลาสติก'],พลาสติก,8
มัด,['มัด'],มัด,8
มาตรการป้องกัน,['มาตรการป้องกัน'],มาตรการป้องกัน,8
รถเข็น,['รถเข็น'],รถเข็น,8
วิเคราะห์,['วิเคราะห์'],วิเคราะห์,8
ส่วน,['ส่วน'],ส่วน,8
หน่วยงาน,['หน่วยงาน'],หน่วยงาน,8
หมวก,['หมวก'],หมวก,8
อีก,['อีก'],อีก,8
อื่น,['อื่น'],อื่น,8
เดียว,['เดียว'],เดียว,9
เป็นงาน,"['เป็นงาน', 'เป็นต้น', 'เป็นอัน', 'เล่นงาน', 'เป็นแดน']",เป็นงาน,9
เมื่อ,['เมื่อ'],เมื่อ,9
เส้นทาง,['เส้นทาง'],เส้นทาง,9
เฮี้ยบ,['เฮี๊ยบ'],เฮี๊ยบ,9
แสงสว่าง,['แสงสว่าง'],แสงสว่าง,9
โดน,['โดน'],โดน,9
กล้อง,['กล้อง'],กล้อง,9
คราบ,['คราบ'],คราบ,9
จอม,['จอม'],จอม,9
ที่เก็บ,['ที่เก็บ'],ที่เก็บ,9
น๊อต,"['น็อต', 'นอต', 'อ๊อต', 'ก๊อต']",น็อต,9
นั้น,['นั้น'],นั้น,9
ปลอดภัย,['ปลอดภัย'],ปลอดภัย,9
ผิด,['ผิด'],ผิด,9
ร,"['รถ', 'รอ', 'รา', 'ระ', 'รึ', 'โร', 'รี', 'รส', 'ริ', 'กร', 'พร', 'เร', 'รู', 'ไร', 'รบ', 'อร', 'วร', 'รำ', 'ทร', 'รก', 'รด', 'สร', 'รุ', 'ธร', 'ศร', 'รม', 'รณ', 'ปร', 'จร', 'นร', 'ตร', 'รง', 'มร', 'คร', 'รน', 'รย', 'ษร', 'ดร', 'รพ', 'แร', 'รท', 'ฏร', 'หร', 'รว', 'บร', 'รต', 'ภร', 'รค', 'ชร', 'รร', 'รศ', 'ใร', 'รช', 'ขร', 'รป', 'รจ', 'รฐ', 'ฎร', 'รภ', 'ฃร', 'ถร', 'รห', 'ยร', 'รล', 'ฑร', 'รญ']",รถ,9
ลิตร,['ลิตร'],ลิตร,9
สนิท,['สนิท'],สนิท,9
เกลียว,['เกลียว'],เกลียว,10
เซาะ,['เซาะ'],เซาะ,10
แตก,['แตก'],แตก,10
โซล่าเซลล์,['โซล่าเซลล์'],โซล่าเซลล์,10
โดยที่,['โดยที่'],โดยที่,10
ขนาดเล็ก,['ขนาดเล็ก'],ขนาดเล็ก,10
ของเสีย,['ของเสีย'],ของเสีย,10
ข้อต่อ,['ข้อต่อ'],ข้อต่อ,10
ขาด,['ขาด'],ขาด,10
ควบคุม,['ควบคุม'],ควบคุม,10
จบ,['จบ'],จบ,10
ชน,['ชน'],ชน,10
ตอน,['ตอน'],ตอน,10
ถนน,['ถนน'],ถนน,10
ที่จะ,"['ที่จะ', 'ที่', 'ที่มา', 'ทีละ', 'ที่นา', 'ท่ะ', 'ที่่', 'ที่ม', 'ที่ฮ', 'ทีจ']",ที่จะ,10
ทีม,['ทีม'],ทีม,10
ทุ๊น,['ทุ่น'],ทุ่น,10
ทุน,['ทุ่น'],ทุ่น,10
ทุ่น,['ทุ่น'],ทุ่น,10
ทุก,['ทุก'],ทุก,10
นิด,['นิด'],นิด,10
บันไดลิง,['บันไดลิง'],บันไดลิง,10
ประเภท,['ประเภท'],ประเภท,10
มาจาก,"['มาจาก', 'จาก', 'มาก', 'วาจา', 'มาร์ก', 'มาลา', 'มายา', 'มาดา', 'มาดาม', 'มาตา', 'มาติก', 'ยาจก', 'มายากล', 'ตีจาก', 'กาฝาก', 'นกจาก', 'วาจก', 'อาจาด', 'อาจาร', 'มมาก', 'มาจ', 'ม้าก', 'มาสก', 'มลาก', 'มาจจ์', 'มาปก', 'สจาก', 'มาแขก', 'มายากร', 'มราก']",มาจาก,10
มือ,['มือ'],มือ,10
วน,['วน'],วน,10
สะท้อน,['สะท้อน'],สะท้อน,10
สำรวจ,['สำรวจ'],สำรวจ,10
หน้าเตา,['หน้าเตา'],หน้าเตา,10
เปลื่ยน,"['เปลี่ยน', 'เปลื่อน']",เปลี่ยน,11
เส้น,['เส้น'],เส้น,11
เสีย,['เสีย'],เสีย,11
เสื้อ,['เสื้อ'],เสื้อ,11
แนะนำ,['แนะนำ'],แนะนำ,11
แว่นตา,['แว่นตา'],แว่นตา,11
แส,['แสง'],แสง,11
แสดง,['แสดง'],แสดง,11
กระจก,['กระจก'],กระจก,11
กอ,['กอง'],กอง,11
ความร้อน,['ความร้อน'],ความร้อน,11
ดูแล,['ดูแล'],ดูแล,11
ดูงาน,['ดูงาน'],ดูงาน,11
ตั่ง,['ตั้ง'],ตั้ง,11
ตัวใหม่,['ตัวใหม่'],ตัวใหม่,11
ถ่าย,['ถ่าย'],ถ่าย,11
บาย,['บาย'],บาย,11
ฝั่ง,['ฝั่ง'],ฝั่ง,11
ร่อง,['ร่อง'],ร่อง,11
ลม,['ลม'],ลม,11
สายไฟฟ้า,"['สายไฟ', 'สนามไฟฟ้า', 'สายฟ้า']",สนามไฟ,11
หน้ากาก,['หน้ากาก'],หน้ากาก,11
หมดอายุ,['หมดอายุ'],หมดอายุ,11
ํ้า,"['ถ้า', 'ค้า', 'ห้า', 'ผ้า', 'ฟ้า', 'บ้า', 'ช้า', 'ป้า', 'ข้า', 'ม้า', 'น้า', 'ต้า', 'อ้า', 'ก้า', 'ด้า', 'จ้า', 'ฝ้า', 'ล้า', 'ท้า', 'ว้า', 'ฮ้า', 'ร้า', 'ย้า', 'ซ้า', 'ง้า', 'ส้า', 'พ้า', 'ภ้า', 'ฃ้า']",ถ้า,11
เก่า,['เก่า'],เก่า,12
เกี่ยวข้อง,['เกี่ยวข้อง'],เกี่ยวข้อง,12
เข้างาน,['เข้างาน'],เข้างาน,12
เต้นท์,['เต็นท์'],เต็นท์,12
เปลียน,['เปลี่ยน'],เปลี่ยน,12
เรียบร้อย,['เรียบร้อย'],เรียบร้อย,12
เสาเข็ม,['เสาเข็ม'],เสาเข็ม,12
เสียง,['เสียง'],เสียง,12
แดง,['แดง'],แดง,12
กล่อง,['กล่อง'],กล่อง,12
กันสาด,['กันสาด'],กันสาด,12
ขนาด,['ขนาด'],ขนาด,12
ครอบ,['ครอบ'],ครอบ,12
จน,['จน'],จน,12
จัก,['จักร'],จักร,12
ช่วย,['ช่วย'],ช่วย,12
ชิ้นงาน,['ชิ้นงาน'],ชิ้นงาน,12
ดัด,['ดัด'],ดัด,12
ตน,['ตน'],ตน,12
ตาข่าย,['ตาข่าย'],ตาข่าย,12
ถูก,['ถูก'],ถูก,12
นำมา,"['นำมา', 'นำพา']",นำมา,12
ปฎิบัติ,['ปฏิบัติ'],ปฏิบัติ,12
พัน,['พัน'],พัน,12
ล้อม,['ล้อม'],ล้อม,12
ลืม,['ลืม'],ลืม,12
สู,['สูง'],สูง,12
ๆ,['ๆๆ'],ๆๆ,12
เครียร์,['เคลียร์'],เคลียร์,13
แสง,['แสง'],แสง,13
โครง,['โครง'],โครง,13
กำหนด,['กำหนด'],กำหนด,13
ช่วง,['ช่วง'],ช่วง,13
ด้านล่าง,"['ด้านล่าง', 'ข้างล่าง']",ด้านล่าง,13
ต๋ง,['แต่ง'],['แต่ง'],13
น้ำทิ้ง,"['น้ำทิ้ง', 'น้ำผึ้ง', 'น้ำจิ้ม', 'น้ำทรง']",น้ำทิ้ง,13
ปัด,['ปัด'],ปัด,13
ปีน,['ปีน'],ปีน,13
ลงมา,"['ลงมา', 'ลงกา', 'ลิมา', 'ลงยา', 'ลมา']",ลงมา,13
